index,original_pts,original_dts,original_duration,native_pts_tick,native_dts_tick,native_duration_tick,timescale,native_end_floor_ns,demux_pts,demux_dts,demux_duration,parse_pts,parse_dts,parse_duration,parse_end_ns,next_parse_pts,gap_ns
195,6500000000,6500000000,33333333,19500,19500,100,3000,6533333333,6500000000,6500000000,33333333,6500000000,6500000000,33333333,6533333333,6533333333,0
196,6533333333,6533333333,33333333,19600,19600,100,3000,6566666666,6533333333,6533333333,33333333,6533333333,6533333333,33333333,6566666666,6566666666,0
197,6566666666,6566666666,33333334,19700,19700,100,3000,6600000000,6566666666,6566666666,33333334,6566666666,6566666666,33333333,6599999999,6600000000,1
198,6600000000,6600000000,33333333,19800,19800,100,3000,6633333333,6600000000,6600000000,33333333,6600000000,6600000000,33333333,6633333333,6633333333,0
199,6633333333,6633333333,33333333,19900,19900,100,3000,6666666666,6633333333,6633333333,33333333,6633333333,6633333333,33333333,6666666666,6666666666,0
200,6666666666,6666666666,33333334,20000,20000,100,3000,6700000000,6666666666,6666666666,33333334,6666666666,6666666666,33333333,6699999999,6700000000,1
201,6700000000,6700000000,33333333,20100,20100,100,3000,6733333333,6700000000,6700000000,33333333,6700000000,6700000000,33333333,6733333333,6733333333,0
202,6733333333,6733333333,33333333,20200,20200,100,3000,6766666666,6733333333,6733333333,33333333,6733333333,6733333333,33333333,6766666666,6766666666,0
203,6766666666,6766666666,33333334,20300,20300,100,3000,6800000000,6766666666,6766666666,33333334,6766666666,6766666666,33333333,6799999999,6800000000,1
204,6800000000,6800000000,33333333,20400,20400,100,3000,6833333333,6800000000,6800000000,33333333,6800000000,6800000000,33333333,6833333333,6833333333,0
205,6833333333,6833333333,33333333,20500,20500,100,3000,6866666666,6833333333,6833333333,33333333,6833333333,6833333333,33333333,6866666666,6866666666,0
206,6866666666,6866666666,33333334,20600,20600,100,3000,6900000000,6866666666,6866666666,33333334,6866666666,6866666666,33333333,6899999999,6900000000,1
207,6900000000,6900000000,33333333,20700,20700,100,3000,6933333333,6900000000,6900000000,33333333,6900000000,6900000000,33333333,6933333333,6933333333,0
208,6933333333,6933333333,33333333,20800,20800,100,3000,6966666666,6933333333,6933333333,33333333,6933333333,6933333333,33333333,6966666666,6966666666,0
209,6966666666,6966666666,33333334,20900,20900,100,3000,7000000000,6966666666,6966666666,33333334,6966666666,6966666666,33333333,6999999999,7000000000,1
210,7000000000,7000000000,33333333,21000,21000,100,3000,7033333333,7000000000,7000000000,33333333,7000000000,7000000000,33333333,7033333333,7033333333,0
211,7033333333,7033333333,33333333,21100,21100,100,3000,7066666666,7033333333,7033333333,33333333,7033333333,7033333333,33333333,7066666666,7066666666,0
212,7066666666,7066666666,33333334,21200,21200,100,3000,7100000000,7066666666,7066666666,33333334,7066666666,7066666666,33333333,7099999999,7100000000,1
213,7100000000,7100000000,33333333,21300,21300,100,3000,7133333333,7100000000,7100000000,33333333,7100000000,7100000000,33333333,7133333333,7133333333,0
214,7133333333,7133333333,33333333,21400,21400,100,3000,7166666666,7133333333,7133333333,33333333,7133333333,7133333333,33333333,7166666666,7166666666,0
215,7166666666,7166666666,33333334,21500,21500,100,3000,7200000000,7166666666,7166666666,33333334,7166666666,7166666666,33333333,7199999999,7200000000,1
216,7200000000,7200000000,33333333,21600,21600,100,3000,7233333333,7200000000,7200000000,33333333,7200000000,7200000000,33333333,7233333333,7233333333,0
217,7233333333,7233333333,33333333,21700,21700,100,3000,7266666666,7233333333,7233333333,33333333,7233333333,7233333333,33333333,7266666666,7266666666,0
218,7266666666,7266666666,33333334,21800,21800,100,3000,7300000000,7266666666,7266666666,33333334,7266666666,7266666666,33333333,7299999999,7300000000,1
219,7300000000,7300000000,33333333,21900,21900,100,3000,7333333333,7300000000,7300000000,33333333,7300000000,7300000000,33333333,7333333333,7333333333,0
220,7333333333,7333333333,33333333,22000,22000,100,3000,7366666666,7333333333,7333333333,33333333,7333333333,7333333333,33333333,7366666666,7366666666,0
221,7366666666,7366666666,33333334,22100,22100,100,3000,7400000000,7366666666,7366666666,33333334,7366666666,7366666666,33333333,7399999999,7400000000,1
222,7400000000,7400000000,33333333,22200,22200,100,3000,7433333333,7400000000,7400000000,33333333,7400000000,7400000000,33333333,7433333333,7433333333,0
223,7433333333,7433333333,33333333,22300,22300,100,3000,7466666666,7433333333,7433333333,33333333,7433333333,7433333333,33333333,7466666666,7466666666,0
224,7466666666,7466666666,33333334,22400,22400,100,3000,7500000000,7466666666,7466666666,33333334,7466666666,7466666666,33333333,7499999999,7500000000,1
225,7500000000,7500000000,33333333,22500,22500,100,3000,7533333333,7500000000,7500000000,33333333,7500000000,7500000000,33333333,7533333333,7533333333,0
226,7533333333,7533333333,33333333,22600,22600,100,3000,7566666666,7533333333,7533333333,33333333,7533333333,7533333333,33333333,7566666666,7566666666,0
227,7566666666,7566666666,33333334,22700,22700,100,3000,7600000000,7566666666,7566666666,33333334,7566666666,7566666666,33333333,7599999999,7600000000,1
228,7600000000,7600000000,33333333,22800,22800,100,3000,7633333333,7600000000,7600000000,33333333,7600000000,7600000000,33333333,7633333333,7633333333,0
229,7633333333,7633333333,33333333,22900,22900,100,3000,7666666666,7633333333,7633333333,33333333,7633333333,7633333333,33333333,7666666666,7666666666,0
230,7666666666,7666666666,33333334,23000,23000,100,3000,7700000000,7666666666,7666666666,33333334,7666666666,7666666666,33333333,7699999999,7700000000,1
231,7700000000,7700000000,33333333,23100,23100,100,3000,7733333333,7700000000,7700000000,33333333,7700000000,7700000000,33333333,7733333333,7733333333,0
232,7733333333,7733333333,33333333,23200,23200,100,3000,7766666666,7733333333,7733333333,33333333,7733333333,7733333333,33333333,7766666666,7766666666,0
233,7766666666,7766666666,33333334,23300,23300,100,3000,7800000000,7766666666,7766666666,33333334,7766666666,7766666666,33333333,7799999999,7800000000,1
234,7800000000,7800000000,33333333,23400,23400,100,3000,7833333333,7800000000,7800000000,33333333,7800000000,7800000000,33333333,7833333333,7833333333,0
235,7833333333,7833333333,33333333,23500,23500,100,3000,7866666666,7833333333,7833333333,33333333,7833333333,7833333333,33333333,7866666666,7866666666,0
236,7866666666,7866666666,33333334,23600,23600,100,3000,7900000000,7866666666,7866666666,33333334,7866666666,7866666666,33333333,7899999999,7900000000,1
237,7900000000,7900000000,33333333,23700,23700,100,3000,7933333333,7900000000,7900000000,33333333,7900000000,7900000000,33333333,7933333333,7933333333,0
238,7933333333,7933333333,33333333,23800,23800,100,3000,7966666666,7933333333,7933333333,33333333,7933333333,7933333333,33333333,7966666666,7966666666,0
239,7966666666,7966666666,33333334,23900,23900,100,3000,8000000000,7966666666,7966666666,33333334,7966666666,7966666666,33333333,7999999999,8000000000,1
240,8000000000,8000000000,33333333,24000,24000,100,3000,8033333333,8000000000,8000000000,33333333,8000000000,8000000000,33333333,8033333333,8033333333,0
241,8033333333,8033333333,33333333,24100,24100,100,3000,8066666666,8033333333,8033333333,33333333,8033333333,8033333333,33333333,8066666666,8066666666,0
242,8066666666,8066666666,33333334,24200,24200,100,3000,8100000000,8066666666,8066666666,33333334,8066666666,8066666666,33333333,8099999999,8100000000,1
243,8100000000,8100000000,33333333,24300,24300,100,3000,8133333333,8100000000,8100000000,33333333,8100000000,8100000000,33333333,8133333333,8133333333,0
244,8133333333,8133333333,33333333,24400,24400,100,3000,8166666666,8133333333,8133333333,33333333,8133333333,8133333333,33333333,8166666666,8166666666,0
245,8166666666,8166666666,33333334,24500,24500,100,3000,8200000000,8166666666,8166666666,33333334,8166666666,8166666666,33333333,8199999999,8200000000,1
246,8200000000,8200000000,33333333,24600,24600,100,3000,8233333333,8200000000,8200000000,33333333,8200000000,8200000000,33333333,8233333333,8233333333,0
247,8233333333,8233333333,33333333,24700,24700,100,3000,8266666666,8233333333,8233333333,33333333,8233333333,8233333333,33333333,8266666666,8266666666,0
248,8266666666,8266666666,33333334,24800,24800,100,3000,8300000000,8266666666,8266666666,33333334,8266666666,8266666666,33333333,8299999999,8300000000,1
249,8300000000,8300000000,33333333,24900,24900,100,3000,8333333333,8300000000,8300000000,33333333,8300000000,8300000000,33333333,8333333333,null,null
