ordinal,original_pts_ns,original_dts_ns,writer_origin_ns,appsrc_pts_ns,appsrc_dts_ns,appsrc_duration_ns,mux_pts_ns,mux_dts_ns,mux_duration_ns,vcl_sha256,mux_raw_sha256,file_sample_index,native_pts_tick,native_dts_tick,native_duration_tick,timescale,forward_pts_tick,forward_dts_tick,forward_duration_tick
37,1200000000,1200000000,0,1200000000,1200000000,33333333,1200000000,1200000000,33333333,f29ad1be3a9131b0534bd7c0012f98b46744dee32f595cab29364b9ca2195e69,78ea7e6ef5fed8523fecb6ffbfb40644f38970c50456c7e88f899908f5e36a6e,36,3600,3600,100,3000,3600,3600,100
38,1233333333,1233333333,0,1233333333,1233333333,33333333,1233333333,1233333333,33333333,e4486e1dbb2d39c966ef8bf44f1e96bb02ac9c1d2ada01e140b2227a11ee5b3a,3d38a30ae5b71e36c57103bd82195776813b339873c60805c0310a0a4ec16712,37,3700,3700,100,3000,3700,3700,100
39,1266666666,1266666666,0,1266666666,1266666666,33333334,1266666666,1266666666,33333333,5370f671cd82eff87afb1cf0adee6077c91fa382aece75fe7e135811238b853f,7d2b7d8e255bcbf085266387524acc91869e1609e824d697b5cc6e3933a289ca,38,3800,3800,100,3000,3800,3800,100
40,1300000000,1300000000,0,1300000000,1300000000,33333333,1300000000,1300000000,33333333,34e313659955633fd2ae322ee6cd26c0cc6d5cd18f2201a368eb26aa514ce17d,be5e27e7b601fadbf1a996152aab2bde7b596ffb65b1be3cb6887d501b3dbc34,39,3900,3900,100,3000,3900,3900,100
41,1333333333,1333333333,0,1333333333,1333333333,33333333,1333333333,1333333333,33333333,0f4dfb0bbab88135493d1b27ab7502c03e6d8583ba607196f35a3eafef09d3bc,39f245f23abba6a13f2af012416fe44e8050c5616eb3a905a998e036afc49d68,40,4000,4000,100,3000,4000,4000,100
42,1366666666,1366666666,0,1366666666,1366666666,33333334,1366666666,1366666666,33333333,4d0c6ec47480e320ee9667d253f225b922eb2a7d8a9de958266c1d74a60607f3,11b2c312328d902f83cef792b4f154031675069a57db0e15006f7dfc0a62d832,41,4100,4100,100,3000,4100,4100,100
43,1400000000,1400000000,0,1400000000,1400000000,33333333,1400000000,1400000000,33333333,8d3e41d2dc2fd86c5460a4fa7c1bc6f643bd839bf9db5d9bdfb5091c9f1cfa99,5876a66f6d1d3c57dd9d62f0a3c2fe975b99096802a95b603af3f2e0756bb77e,42,4200,4200,100,3000,4200,4200,100
44,1433333333,1433333333,0,1433333333,1433333333,33333333,1433333333,1433333333,33333333,d204c889a9e91d6130d37dd4487161eb07471ef340e7ff694f67a505aed17422,fd856c1945a8939c476f677a79945ffc59af14f4440d64c6772698a3e284144e,43,4300,4300,100,3000,4300,4300,100
45,1466666666,1466666666,0,1466666666,1466666666,33333334,1466666666,1466666666,33333333,16587947ad9fe5f2bcb189bc769379592ce03fc6f70765c6efa93c71bb965e17,fc2786eab69c66a50014a4fef47eb0683bc98939d0e103d9ed7294ed0d2d9ced,44,4400,4400,100,3000,4400,4400,100
46,1500000000,1500000000,0,1500000000,1500000000,33333333,1500000000,1500000000,33333333,ef164a4e3fdba6f177ef4a4f920be0ee44c6bcb21f44334f6ccc629324dfc6af,b37e7b5c16425a46953c426c37691fddb66fd1ae21f11e66a3683fe881970ba0,45,4500,4500,100,3000,4500,4500,100
47,1533333333,1533333333,0,1533333333,1533333333,33333333,1533333333,1533333333,33333333,da912237c8be912146aac385354d2f452ef632d792a811b0ec0e1d2b0e08468d,2b016e5c8aa1a90aeade78de55a5339daeb11280153f044cb1aab98ac843c241,46,4600,4600,100,3000,4600,4600,100
48,1566666666,1566666666,0,1566666666,1566666666,33333334,1566666666,1566666666,33333333,041d13a8dd4e63ba7b37b82b0188043cfa64d367b75964d13df8661f712024a4,466641e0217a0d72b18a44e7355acf5b02bece14267de67866b27914ab73cdf3,47,4700,4700,100,3000,4700,4700,100
49,1600000000,1600000000,0,1600000000,1600000000,33333333,1600000000,1600000000,33333333,f947c2a90a90a918572446011e4a66ac294851523d7aa9a2c0e36b329e0aa696,9c363206d5ae916232d315c0db4a9bf95b9342019a4cbfb657f80d8d5781505b,48,4800,4800,100,3000,4800,4800,100
50,1633333333,1633333333,0,1633333333,1633333333,33333333,1633333333,1633333333,33333333,ce9314b503a6ff17b79e5ab419079176d72a2e5bdd371b5c8c65bee7760967bf,69e476014f0f4e1fcf459c1ac952d2db074739f79cfc2d65c4011dd1ac4bad3c,49,4900,4900,100,3000,4900,4900,100
51,1666666666,1666666666,0,1666666666,1666666666,33333334,1666666666,1666666666,33333333,11224f5007e123f1930457f54d4933897251c11d4e1d866f1ccdcc5163f93f71,1fbeedc94143456435b5261871a209d4398d88ed0e08b40bbe9cb5528867ebe7,50,5000,5000,100,3000,5000,5000,100
52,1700000000,1700000000,0,1700000000,1700000000,33333333,1700000000,1700000000,33333333,844755c15f76c5dcbe31b85c9462141a9c3c9a8c7a705dbfac90bf0c68186040,a2480fb84a70d29fd369d19bb0280b38ff80f79d1343ca2b4c2fd67098e84ebe,51,5100,5100,100,3000,5100,5100,100
53,1733333333,1733333333,0,1733333333,1733333333,33333333,1733333333,1733333333,33333333,2bcf5589453c8af5e2746784ef9a4c901b972f9eb6e64226e6f0d1e3d5dcd4f2,d6bd7ba94b577e7752371d16fa33e43d9f73e7fb93a94db4ee85a0c9555be7da,52,5200,5200,100,3000,5200,5200,100
54,1766666666,1766666666,0,1766666666,1766666666,33333334,1766666666,1766666666,33333333,4feb4d73f59578c8efaa5072e7fdfd3f46952eb4f8c74add5bcbdce1ac834935,ecd64594c18d3de17ae11349e8bc7deea43cbe1cc3c67d735e6f1209ec36f144,53,5300,5300,100,3000,5300,5300,100
55,1800000000,1800000000,0,1800000000,1800000000,33333333,1800000000,1800000000,33333333,7bff57793d9f6a9843c19963bf91e14527c0410c0e41a367a94f52ded0ea2db7,856d1d119cb00a5133b070effc3e88f7ab6035fb2d1e0b37c4ff26833d06d3b2,54,5400,5400,100,3000,5400,5400,100
56,1833333333,1833333333,0,1833333333,1833333333,33333333,1833333333,1833333333,33333333,7d0654c65b6f21b201c25be11c158a261aabaafed7210d0abac11cbd78bf2c80,291f48d49744d2203e7d15374d98e42ae3eec0b6cd2f9f92104fb49ade0593da,55,5500,5500,100,3000,5500,5500,100
57,1866666666,1866666666,0,1866666666,1866666666,33333334,1866666666,1866666666,33333333,88834ff63cf54c4314937c19cfb8695ee6f338f760573a55796838bdb7090630,fe07fe4bd1ef2a5db48950276308d9e2acecb40a189f55c8959005120ca088f1,56,5600,5600,100,3000,5600,5600,100
58,1900000000,1900000000,0,1900000000,1900000000,33333333,1900000000,1900000000,33333333,e5438bf3929f66a332d08f15f9dbace408d14e4d84fe9c98e545be5e73973615,b56e5bec5868c8419f6bc7c076f02c5bc4af0a02c2a2b38e0c76810721b81dd3,57,5700,5700,100,3000,5700,5700,100
59,1933333333,1933333333,0,1933333333,1933333333,33333333,1933333333,1933333333,33333333,af71d35ba7ccd3384039f7200b78cd13bc5c531e10a53ea72df2a157991e72e4,25e49de26f4a358f772025f0ab70a3de052e9a3a28ef1ce9c8a63e1feb3c6678,58,5800,5800,100,3000,5800,5800,100
60,1966666666,1966666666,0,1966666666,1966666666,33333334,1966666666,1966666666,33333333,6076b7129d55424e2e185fcb4434c85cc63463ded6f441ffac882c6f66e4d09e,6f8d0198e89def07413a8ffc6f1ad6fa9f09e0250ea1a4c483c49fb3dc485f89,59,5900,5900,100,3000,5900,5900,100
61,2000000000,2000000000,0,2000000000,2000000000,33333333,2000000000,2000000000,33333333,ee52bf26943b89e2faa938c6296a5bfb3599f7ad6026c00709b3094c8a95ced2,568b31a3b6f35a4981f5d1ded6efae9bfdb751cb7e88b771d6a323fd9372a8bc,60,6000,6000,100,3000,6000,6000,100
62,2033333333,2033333333,0,2033333333,2033333333,33333333,2033333333,2033333333,33333333,01700d6699bbeecf7f446201b4a061101099f2812ae9c2b4467be86165f4eb2c,c1b4078f9f1de652d4e15691a4eefeac1ff225df51d7ed92980b8c7d8854ac8b,61,6100,6100,100,3000,6100,6100,100
63,2066666666,2066666666,0,2066666666,2066666666,33333334,2066666666,2066666666,33333333,c32fbe89fcd301c4194a83ffa30ad543c73da4620bbfaf55fe5797703233fadd,8af882d2d7b1c4da15269aa135929345c55c41e99b74347244b36e149d161d87,62,6200,6200,100,3000,6200,6200,100
64,2100000000,2100000000,0,2100000000,2100000000,33333333,2100000000,2100000000,33333333,61d85e9583c0f33b4bfce260dffb7a26a4b8380a868970be41e6b07de95b5814,bcd7e9b0a4acfec018ad746135e9c79fbd521d0e4b23fe33edf7ccb4361e613b,63,6300,6300,100,3000,6300,6300,100
65,2133333333,2133333333,0,2133333333,2133333333,33333333,2133333333,2133333333,33333333,0e65e80d443a1bd9b238705c60726860af6f40a5d74529e8f972d765c1a5294f,d401e85d3e3edc9d49a3eb63ba1d55deceb53dd74c23c461ea951040022fa1a0,64,6400,6400,100,3000,6400,6400,100
66,2166666666,2166666666,0,2166666666,2166666666,33333334,2166666666,2166666666,33333333,afc122acde11901ec951b25c18d07a90eb927919cef347f15454f7ae4e0717a8,3eb2f80a773241ee6770d04681d5e4f76181aa7f4af5f6a58bb1cbfb5e2c7f29,65,6500,6500,100,3000,6500,6500,100
67,2200000000,2200000000,0,2200000000,2200000000,33333333,2200000000,2200000000,33333333,80b7517f9a81633213b4e520be312e58b6124369bee5c0c1bfee098e88614f8f,3b86bbc4539b4ee7a9ddc9675f9a25bb04eb44eeea8adb9b8c9967b189f82b66,66,6600,6600,100,3000,6600,6600,100
68,2233333333,2233333333,0,2233333333,2233333333,33333333,2233333333,2233333333,33333333,c0d9cec0f8249199e82d56d55f77c49bcecceceab74ef7c44e7ec7b6b685701f,583d55a452f984409853c6b703f73218820ac0125edeacfc02a64d1c45d4b981,67,6700,6700,100,3000,6700,6700,100
69,2266666666,2266666666,0,2266666666,2266666666,33333334,2266666666,2266666666,33333333,f7fb1d2cb357bd7bc6e0c0191d7b9a22174cc465d0d185994bafbfa01d2c5eb6,bcff8a69f4677edd5f7bca7eb823f0c9788574f2ec8de5bc208171c8b1090c48,68,6800,6800,100,3000,6800,6800,100
70,2300000000,2300000000,0,2300000000,2300000000,33333333,2300000000,2300000000,33333333,c76596186edaef556f1b579e024e5738aadf4314f62ee4bb2bdc15631ead789e,af9ef8fdfd534bfd7f767f687a471c1fc1058585f8c4a89eeacff6435b35b8f6,69,6900,6900,100,3000,6900,6900,100
71,2333333333,2333333333,0,2333333333,2333333333,33333333,2333333333,2333333333,33333333,426bb388735a5f13535b13ce546bf9e03d8d8438e648850ca509876318ece6c4,133083b93d8ffb072b7b0fcdd1fdc71ce57c868560667a3ae9e53a1011466849,70,7000,7000,100,3000,7000,7000,100
72,2366666666,2366666666,0,2366666666,2366666666,33333334,2366666666,2366666666,33333333,854ad2ea1fe116bddba15725c7bedf608f3c9370dfd9fe45f7a5c49a74ee42cf,05b804f0d642578bc5cbdc9b0e1961c90f92befc29b88999cf286567ee463b30,71,7100,7100,100,3000,7100,7100,100
73,2400000000,2400000000,0,2400000000,2400000000,33333333,2400000000,2400000000,33333333,6179ba4c5a75bd6d211a7f068d26f636de07605c7643fc20d2cd9f8b5ac0a566,7f982847087ced2852cc9e5f668e3b46f4747de35f82edc46aed439601a6b682,72,7200,7200,100,3000,7200,7200,100
74,2433333333,2433333333,0,2433333333,2433333333,33333333,2433333333,2433333333,33333333,0624c7404682fb564388cf93c52e6af301c6740a321f924093b4cd9338167ba0,c3d67dc783a549f702994d14137ccfd8dba2e4416f67d000132a555a6e03dc39,73,7300,7300,100,3000,7300,7300,100
75,2466666666,2466666666,0,2466666666,2466666666,33333334,2466666666,2466666666,33333333,f44fdd7c0b6dcf23222a6fb79f08afc8b83b795cac9942d59a534267e6df51fa,eff603d5456be7c27fc6ac6f5e1e38beaf8e4c31b3865155e2531054a8a7d21a,74,7400,7400,100,3000,7400,7400,100
76,2500000000,2500000000,0,2500000000,2500000000,33333333,2500000000,2500000000,33333333,8326f1900944d1dc67eb85c403352ce74acd65a9dc399e0a97a45e9fb246f983,e7341f41a18c041df29daa37c5101d5205bdcae4c7bd3a24e1b307946591e0f3,75,7500,7500,100,3000,7500,7500,100
77,2533333333,2533333333,0,2533333333,2533333333,33333333,2533333333,2533333333,33333333,6da5e18d4a1b6c1b6887507e9d9f92578f224f5e7298547d41d31d679ad3c9ea,c58b1d86c37cacab1d8c8f7919c396f76d69d7f0e6c913485f777d17c46c11a0,76,7600,7600,100,3000,7600,7600,100
78,2566666666,2566666666,0,2566666666,2566666666,33333334,2566666666,2566666666,33333333,b947bbdff3af6c4f45ef9d32b7c4737f40ddd5aab9257efe7a5d9e3d29c25ed4,725b7217ab7274637a40e8cd5c80658d263d105b91952fe58ff72e537f494e7f,77,7700,7700,100,3000,7700,7700,100
79,2600000000,2600000000,0,2600000000,2600000000,33333333,2600000000,2600000000,33333333,7214c2cd095dfe8e84702ddba66bf04e673e2efe7ef766a2c8e56ad11e55b862,bd7829d6efb713c8c29f2a39b9b25b7db05fd6d0a4a864b1d5955032cbd608a0,78,7800,7800,100,3000,7800,7800,100
80,2633333333,2633333333,0,2633333333,2633333333,33333333,2633333333,2633333333,33333333,51ce38bcf73af9d9c28c68e058ff43487dfa7689b6eedd652d7e3ecfc52d38da,e81864a79a1e32cd9d9dc6d1a33e15c50ef095140eff2c0714ec3e59a9d07690,79,7900,7900,100,3000,7900,7900,100
81,2666666666,2666666666,0,2666666666,2666666666,33333334,2666666666,2666666666,33333333,eb1e729f772d55d5d16a07bf11b2428f950c6662ea18cc7557f7ba03bfad4cc0,a4844fc4d00d6d0806c6860764ce932d817a2365c0c39f2e4f0d1a09d59a4a86,80,8000,8000,100,3000,8000,8000,100
82,2700000000,2700000000,0,2700000000,2700000000,33333333,2700000000,2700000000,33333333,d22a8c1a0856b8e960f52556adacc75322c9c78c05461996a9f105b4f93df7ba,3737534572b57414ff024d8fac01fbcde517726fe168db6297ba3e0b7deec5bc,81,8100,8100,100,3000,8100,8100,100
83,2733333333,2733333333,0,2733333333,2733333333,33333333,2733333333,2733333333,33333333,bf62a897f19c39b0d7c8e973012ba9e2b28d91f5e2cdd78ce7d05315405721db,9dab7ee9391735666a622ff5e4d308c92c72514da6e2aac19872bf9f0a9a4c26,82,8200,8200,100,3000,8200,8200,100
84,2766666666,2766666666,0,2766666666,2766666666,33333334,2766666666,2766666666,33333333,36dd7771b0106f388eacfbab09d5259dba0bc3b3169b98b25be08c02192e0904,63ffcf3402a462f3b75d2d9b8b67f3fa4e547c9fd40d776816fda8c8e4ef9cad,83,8300,8300,100,3000,8300,8300,100
85,2800000000,2800000000,0,2800000000,2800000000,33333333,2800000000,2800000000,33333333,2b5e65594dca875e70180f897ed88ec16d7d7ef562badac79bbf9f86a42e3f22,a70f178f14b43c80ed32d7a042ca7abf12677a3a4c63d28ae7b7cbf7f1d21db7,84,8400,8400,100,3000,8400,8400,100
86,2833333333,2833333333,0,2833333333,2833333333,33333333,2833333333,2833333333,33333333,201fa073d5ee3b8a6cd9785c2b6fe4217119b1f2587e4a6bab8d39b7a9157adc,4b44606710eafa614322812243280e799eb9a1217df88a3edec6d34e21fa06e0,85,8500,8500,100,3000,8500,8500,100
87,2866666666,2866666666,0,2866666666,2866666666,33333334,2866666666,2866666666,33333333,1870031fb518b51fec63ac2ace31f7d02c0ead4d32ce3d79a3d3385a8b1e8bd6,a9f838976389aceb73ca6288092adc57c3e111ab3a171a59ba38c6880b4f3523,86,8600,8600,100,3000,8600,8600,100
88,2900000000,2900000000,0,2900000000,2900000000,33333333,2900000000,2900000000,33333333,9c865e72160c9eca6232f335ac2ac1395e94a8c4f7eb8ccc285bb64472bb8112,e00a729ef138cce26bbfd7081835f622b4ed070a7316c16bdfd33e1fe189f225,87,8700,8700,100,3000,8700,8700,100
89,2933333333,2933333333,0,2933333333,2933333333,33333333,2933333333,2933333333,33333333,092287124dfedeb94fa3f564a10f693f830716dd05504a02f3ffac82689ce1cd,9549cab981ebf2f9fb01e086017835d244673ddc9e67ed48fb82c8e1db2e4b49,88,8800,8800,100,3000,8800,8800,100
90,2966666666,2966666666,0,2966666666,2966666666,33333334,2966666666,2966666666,33333333,2518f8d09208e16a05c1786d7fd311f1a7c9bcf31fa059850d46cb524f310169,81a6d40b103d31b790cdcb40025d84af8020f9626d974fd6615593ae1e51c025,89,8900,8900,100,3000,8900,8900,100
91,3000000000,3000000000,0,3000000000,3000000000,33333333,3000000000,3000000000,33333333,5ef06cc2834d2e8cef66e0ee05b895d2dddb43dc5acfe544cd38a0c7e78142b0,3b521a1af6b58a2bc02a1e4f8d505d0e8900c29334a24fab69596c9518f7336f,90,9000,9000,100,3000,9000,9000,100
92,3033333333,3033333333,0,3033333333,3033333333,33333333,3033333333,3033333333,33333333,4242fde7c7f358f47fd4b09f372ed83f29c8c0e357fcf3f9d48ed218dfa47e62,1b3292a7a33beab2ddf60077fb562da8d478d9519eb256680f9fd071a2a7c5b6,91,9100,9100,100,3000,9100,9100,100
